,ticker,time,scraped_at,open,high,low,volume,average_volume_2_weeks,average_volume,average_volume_30_days,high_52_weeks,high_52_weeks_date,low_52_weeks,low_52_weeks_date,dividend_yield,shares_float,market_cap,pb_ratio,pe_ratio,shares_outstanding,industry,num_employees,year_founded,payable_date,ex_dividend_date
1070,PLBY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.76,1.805,1.74,627050.0,558008.219048,558008.219048,730732.831789,2.75,2026-02-12,1.0,2025-05-05,,52703625.86,203876500.0,10.7448,-12.19,114860000.0,Specialty Stores,588.0,1953.0,,
1073,CNOB,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,29.65,30.15,29.6,460460.0,406867.583351,406867.583351,369316.131908,30.15,2026-04-28,21.79,2025-06-23,2.444822,47402090.9655,1511672310.0,1.00025,16.976999,50288500.0,Regional Banks,756.0,1982.0,2026-06-01 00:00:00,2026-05-15 00:00:00
1075,AI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.31,9.45,9.0501,4382080.0,4175968.250364,4175968.250364,4531885.30663,30.24,2025-05-29,7.675,2026-03-30,,133158480.338,1366463975.715289,1.84768,-2.98,145291225.488069,Packaged Software,1181.0,2009.0,,
1076,IMMR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.54,6.59,6.29,840597.0,574726.77579,574726.77579,675154.288854,8.15,2025-07-02,5.25,2026-03-30,3.692308,27150387.2205,210022672.5,0.69623,11.21,33100500.0,Computer Peripherals,,1993.0,2026-05-01 00:00:00,2026-04-20 00:00:00
1080,TNXP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.11,13.55,12.725,268183.0,340643.34396,340643.34396,399895.970579,69.97,2025-08-14,11.6028,2026-03-30,,14174787.363,192057023.564089,0.6797,-0.91,14205401.15119,Pharmaceuticals: Major,142.0,2007.0,,
1082,RUM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.25,7.39,7.012,2036905.0,3031512.522573,3031512.522573,3132317.60016,10.99,2025-07-21,4.6197,2026-03-30,,108230485.85,3179359527.855636,8.76846,-23.2,435230599.295775,Internet Software/Services,156.0,2013.0,,
1096,GTES,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,25.0,25.18,24.525,2332804.0,2220642.447652,2220642.447652,2145477.619,28.47,2026-02-13,19.56,2025-05-05,,248822090.468,6235194560.0,1.85785,25.610643,253876000.0,Industrial Machinery,13000.0,2017.0,,
1103,EYE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,22.12,22.505,21.82,1399121.0,1510810.733424,1510810.733424,1341542.86516,30.02,2026-01-15,12.98,2025-05-05,,77420289.492,1782173582.0,2.00108,59.635275,79437200.0,Specialty Stores,13138.0,1990.0,,
1105,DDD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.33,2.6,2.33,3351897.0,2610705.47618,2610705.47618,2391363.11997,3.8,2025-10-20,1.32,2025-06-23,,140305882.049,379023105.0,1.4173,12.560386,146059000.0,Information Technology Services,1418.0,1986.0,,
1111,BLND,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.549,1.615,1.535,3715216.0,2188211.503714,2188211.503714,2925095.58442,4.49,2025-09-17,1.33,2026-04-13,,177384039.074,397241643.990197,-12.855,-14.96,257114332.679739,Packaged Software,419.0,2012.0,,
1112,ACTG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.19,5.22,5.115,208024.0,210489.744592,210489.744592,228289.00086,5.27,2026-05-04,2.99,2025-05-06,,95229133.0155,494919315.0,0.720979,23.11828,96475500.0,Miscellaneous Commercial Services,1062.0,1993.0,2015-11-30 00:00:00,2015-11-04 00:00:00
1115,DHT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,19.05,19.28,18.7,3390202.0,2672071.854499,2672071.854499,3353027.36852,20.55,2026-03-02,10.61,2025-07-22,5.271651,142822835.414,3077512620.0,2.63793,14.150872,161042000.0,Marine Shipping,737.0,2005.0,2026-02-26 00:00:00,2026-02-19 00:00:00
1119,GT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.89,7.13,6.8,5984667.0,7737877.724755,7737877.724755,7627174.3199,12.03,2025-06-11,6.14,2026-03-20,,274819656.958,2031407288.030614,0.607379,-1.18,286517247.959184,Automotive Aftermarket,63000.0,1898.0,2020-03-02 00:00:00,2020-01-31 00:00:00
1120,SRG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.705,2.705,2.64,166544.0,312637.982759,312637.982759,252158.514076,4.56,2025-09-10,2.43,2026-04-16,,37553244.2334,149823450.943821,0.453808,-2.04,56324605.617978,Real Estate Development,5.0,2015.0,2019-04-11 00:00:00,2019-03-28 00:00:00
1121,BBAI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.16,4.18,3.98,43394935.0,40674363.432907,40674363.432907,33400509.6126,9.39,2025-10-14,2.96,2025-05-07,,473661403.04,1987592286.230933,2.97793,-4.16,478949441.247002,Packaged Software,579.0,2020.0,,
1122,VNDA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.56,7.58,7.35,895613.0,1132139.906989,1132139.906989,1092525.99221,9.94,2026-03-10,3.8092,2025-05-15,,54057753.372,437103894.761907,1.36561,-1.98,59108031.746032,Pharmaceuticals: Major,533.0,2002.0,,
1126,GEO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.71,18.88,18.365,1733099.0,1371979.063885,1371979.063885,1506794.76188,31.26,2025-05-06,12.51,2026-02-20,,126227448.018,2437832639.278262,1.68109,10.205987,132707274.865447,Miscellaneous Commercial Services,17600.0,1984.0,2021-02-01 00:00:00,2021-01-22 00:00:00
1128,TENX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.36,13.39,12.47,416789.0,630776.136025,630776.136025,600447.162214,18.38,2026-01-14,5.335,2025-05-06,,16530057.9584,215486083.213959,1.27808,-9.97,17197612.387387,Pharmaceuticals: Major,16.0,1967.0,,
1129,ALVO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.57,3.61,3.465,208207.0,430620.394577,430620.394577,370118.825775,11.85,2025-06-04,3.03,2026-03-24,,123681785.04,1092168969.460226,-3.8607,36.514523,312048276.988636,Biotechnology,1460.0,2021.0,,
1134,CPS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,29.355,30.96,28.925,156215.0,183002.081806,183002.081806,175225.449199,47.98,2026-02-17,19.32,2025-06-23,,16767004.4914,537452931.0,-6.4031,-126.03,17755300.0,Auto Parts: OEM,22000.0,2004.0,,
1135,AMPY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.21,6.325,6.1,567609.0,639663.711653,639663.711653,732174.471538,6.79,2026-03-13,2.595,2025-05-22,,33335075.1734,258459365.683545,0.561014,6.135922,41287438.607595,Integrated Oil,184.0,2011.0,2020-03-30 00:00:00,2020-03-13 00:00:00
1137,GANX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.9,1.91,1.8699,467841.0,537770.283447,537770.283447,558456.637753,4.34,2025-12-11,1.41,2025-08-01,,41334071.97,79976319.078947,4.30605,-3.1,42654036.842105,Biotechnology,21.0,2017.0,,
1140,LPRO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.8,1.82,1.67,1126407.0,530989.205674,530989.205674,575892.818255,2.7,2025-07-28,1.175,2026-03-27,,101445435.993,198013605.593221,2.77826,-49.17,118217077.966102,Packaged Software,164.0,2000.0,,
1145,ENOV,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,23.94,24.59,23.225,838011.0,920582.675554,920582.675554,825959.789155,37.85,2025-05-13,21.0,2026-01-29,,56264375.9496,1381804669.512849,0.896137,-1.17,57300629.048843,Medical Specialties,7802.0,1995.0,2022-04-04 00:00:00,2022-04-05 00:00:00
1146,SHMD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.39,5.69,5.2505,559066.0,1207822.939138,1207822.939138,923457.25245,10.65,2026-02-06,2.0,2025-09-16,,4629641.63428,257799931.26,-3.9839,-11.36,48687428.0,Electronic Components,,1864.0,,
1153,VNCE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.32,5.83,5.19,470443.0,333597.324028,333597.324028,293913.076715,5.83,2026-05-05,1.02,2025-06-24,,4660036.8925,71944880.0,1.34107,10.721607,12847300.0,Apparel/Footwear,558.0,2002.0,,
1157,RIGL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,29.54,30.0603,27.7,466704.0,299723.847676,299723.847676,350314.399056,52.24,2025-11-28,16.88,2025-05-08,,17912737.92,520397340.511854,1.38169,1.516341,18480019.194313,Pharmaceuticals: Major,174.0,1996.0,,
1159,INFQ,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.41,12.59,11.48,6635824.0,9108339.059591,9108339.059591,10453416.4148,21.28,2026-04-17,8.52,2026-03-30,,188339662.22064,2619310232.0,1.84695,-9.41,216471920.0,Computer Processing Hardware,205.0,2007.0,,
1161,VZLA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.4,3.455,3.23,3995372.0,6370790.331118,6370790.331118,6951875.07743,7.19,2026-01-26,2.19,2025-05-06,,330023867.223,1130629265.0,3.30091,-9.37,349499000.0,Precious Metals,87.0,2017.0,2024-06-27 00:00:00,2024-06-24 00:00:00
1163,WATT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,28.21,28.91,25.1,815358.0,514662.696041,514662.696041,542130.961706,36.9799,2026-04-30,3.6201,2025-12-26,,4924331.6694,150290052.0,4.96806,-3.61,5501100.0,Semiconductors,27.0,2012.0,,
1167,BUR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.26,5.535,5.16,4184109.0,2916244.403437,2916244.403437,3083533.13392,15.1,2025-07-10,3.59,2026-03-27,2.341692,198133890.084,1142444835.0,0.470339,18.880115,219069000.0,Finance/Rental/Leasing,172.0,2009.0,2026-06-12 00:00:00,2026-05-22 00:00:00
1168,NEWT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.96,13.25,12.925,127040.0,183459.56212,183459.56212,204375.217912,14.91,2026-01-16,9.5101,2025-05-06,5.928237,24913673.9595,373367925.0,1.03729,5.665797,28831500.0,Finance/Rental/Leasing,572.0,1998.0,2026-04-01 00:00:00,2026-03-24 00:00:00
1175,PSIG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.26,6.48,6.2,529159.0,283567.165123,283567.165123,435129.073197,7.3,2026-04-16,2.1416,2025-05-09,,4653301.778464,53635694.44,-14.4284,-1.65,8623102.0,Air Freight/Couriers,28.0,2023.0,,
1176,SUPX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.53,7.79,7.02,242032.0,393507.793322,393507.793322,391779.007993,76.5,2025-10-06,6.61,2026-04-07,,8767758.402554,199819169.126006,8.34088,-5.3,26893562.466488,Miscellaneous Commercial Services,40.0,,,
1177,PRA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,24.666,24.725,24.65,617987.0,889018.823593,889018.823593,961230.370731,24.85,2026-03-26,22.72,2025-06-16,,50707506.8889,1272388490.63125,0.939378,25.015222,51607726.247465,Property/Casualty Insurance,972.0,1976.0,2023-04-13 00:00:00,2023-03-28 00:00:00
1179,HLMN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.57,7.795,7.5316,1013529.0,1551595.037737,1551595.037737,1377057.73256,10.85,2026-02-05,6.55,2025-06-23,,192664485.3,1522589600.0,1.21109,41.643531,196210000.0,Wholesale Distributors,3986.0,1964.0,,
1180,TG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.545,9.93,9.545,88586.0,160518.358656,160518.358656,169152.483195,10.12,2026-05-04,6.2501,2025-11-05,,31398848.174,339228320.0,1.5203,13.869039,34757000.0,Aluminum,1700.0,1988.0,2023-07-03 00:00:00,2023-06-15 00:00:00
1186,VIA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.08,17.23,16.22,1358681.0,576228.761339,576228.761339,492008.589379,56.31,2025-09-15,13.11,2026-03-20,,35810241.94097,1348530138.717339,2.17625,-13.74,81236755.344418,Packaged Software,973.0,2012.0,,
1187,BATL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.59,3.59,3.37,4805348.0,11497792.782584,11497792.782584,10963047.6044,29.7,2026-03-03,1.0,2025-10-17,,16750129.5104,74174829.208447,-1.8418,-1.64,21468836.239782,Oil & Gas Production,40.0,1987.0,,
1188,NUCL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.89,11.32,9.89,421121.0,575304.509216,575304.509216,611595.703743,14.8,2025-10-14,4.55,2026-02-27,,15744210.509823,296088923.13,5.25525,-32.98,29579313.0,Alternative Power Generation,2.0,,,
1189,CAAP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,24.75,25.0205,24.39,183972.0,261984.448517,261984.448517,262850.864017,30.5,2026-01-29,17.36,2025-10-08,,31704669.51,4046822428.844232,2.45604,15.644654,163178323.743719,Other Transportation,6300.0,2012.0,,
1192,WSHP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,8.22,8.22,7.04,129076.0,349948.155362,349948.155362,2293840.78386,250.0,2025-11-19,4.95,2026-04-07,,1340568.336451,170435579.018341,23.9742,-2.03,23443683.496333,Internet Software/Services,,2012.0,,
1198,IMDX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.27,5.27,4.39,851320.0,499885.395938,499885.395938,441224.690305,8.51,2025-11-12,2.33,2025-08-15,,27946722.032,147972800.0,-4.7677,-3.23,32168000.0,Biotechnology,58.0,2009.0,,
1199,BMBL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.28,4.365,4.055,4144587.0,2709544.173747,2709544.173747,2760959.16823,8.64,2025-07-25,2.61,2026-02-19,,88646283.576,554963400.0,0.970975,-0.73,129816000.0,Packaged Software,580.0,2014.0,,
1209,ARIS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.8,17.88,17.27,825671.0,1032890.378109,1032890.378109,1164169.60042,23.29,2026-02-27,5.3705,2025-05-05,,199611341.4,3568990000.0,2.49016,42.176216,206300000.0,Precious Metals,3578.0,1982.0,2022-09-15 00:00:00,2022-08-30 00:00:00
1210,HRTG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,28.81,29.04,28.39,256659.0,306202.627989,306202.627989,270021.800038,31.98,2025-11-17,16.825,2025-08-06,,24631341.7602,891521069.20646,1.72223,4.498631,30720918.99402,Property/Casualty Insurance,542.0,2012.0,2022-07-05 00:00:00,2022-06-13 00:00:00
1211,ASM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.45,6.56,6.2,2114406.0,4218856.834696,4218856.834696,4349680.48539,11.9883,2026-01-29,2.185,2025-05-14,,156444762.9,1044393460.0,4.39664,35.144124,168044000.0,Precious Metals,,1968.0,,
1214,LABT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.91,3.25,2.91,397980.0,5989417.1961,5989417.1961,5989417.1961,9.82,2026-04-23,2.58,2026-04-30,,3652999.829013,43808353.144172,-11.5907,-4.72,14018673.006135,Biotechnology,5.0,2006.0,,
1215,ELVA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.55,10.34,9.5,464513.0,304012.829491,304012.829491,351809.570843,11.88,2026-02-03,2.62,2025-05-05,,32414552.7468,486346281.022225,7.51425,81.255374,47587698.730159,Electrical Products,123.0,1996.0,,
1217,OPTU,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.51,1.515,1.415,1702197.0,2537394.502829,2537394.502829,2514895.65942,2.98,2025-07-24,1.2,2026-03-23,,255446952.678,668016040.02,-0.3049,-0.38,470433831.0,Major Telecommunications,9500.0,2001.0,2018-06-06 00:00:00,2018-06-07 00:00:00
1219,SFIX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.62,3.815,3.61,1134913.0,1358925.904531,1358925.904531,1618231.42249,5.94,2025-09-22,2.95,2026-03-03,,112639054.212,507864138.96,2.35429,-19.59,136522618.0,Apparel/Footwear Retail,4165.0,2011.0,,
1222,SDST,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.5,2.5,2.31,85066.0,97136.695558,97136.695558,270798.760398,8.432,2025-05-13,1.425,2025-06-17,,5671635.31116,23797001.332,-3.9895,-1.06,9996220.0,Chemicals: Specialty,10.0,2023.0,,
1225,DXC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.49,11.88,11.32,4385626.0,3656637.049603,3656637.049603,3319458.11124,17.26,2025-05-12,11.07,2026-04-30,,165783372.0,2012504800.0,0.621216,4.942998,169760000.0,Data Processing Services,120000.0,1959.0,2020-04-14 00:00:00,2020-03-24 00:00:00
1228,MLKN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.65,15.95,15.54,568841.0,759172.898811,759172.898811,814663.193905,23.18,2026-02-10,13.7733,2025-11-19,4.841833,67326242.3502,1081688259.545518,0.793092,109.936125,68374731.956101,Office Equipment/Supplies,10382.0,1905.0,2026-07-15 00:00:00,2026-05-29 00:00:00
1230,HLIT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.95,12.145,11.825,1185712.0,1127105.238854,1127105.238854,1025636.10791,12.18,2026-02-20,7.8,2025-07-29,,108081256.8,1309679293.179665,3.42338,-30.32,110242364.745763,Telecommunications Equipment,534.0,1988.0,,
1232,FTEK,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.62,1.64,1.58,259868.0,341228.328891,341228.328891,231440.208564,3.65,2025-09-12,0.93,2025-05-09,,23893390.1895,49538835.0,1.27086,-21.65,31156500.0,Chemicals: Major Diversified,77.0,1987.0,,
1234,LODE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.26,3.3,3.17,941776.0,810932.833705,810932.833705,892506.140401,4.7999,2026-01-26,2.24,2025-08-20,,72943079.9409,235264783.065016,1.55686,-2.68,74099144.272446,Chemicals: Specialty,45.0,1999.0,,
1237,PLX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.135,2.1725,1.925,1927377.0,639590.384169,639590.384169,631189.4786,3.19,2026-02-23,1.32,2025-06-23,,72072907.632,158726138.938966,3.55189,-23.2,80571644.131455,Pharmaceuticals: Major,226.0,1993.0,,
1240,GTX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,25.0,26.195,25.0,3453576.0,2932079.053128,2932079.053128,2250063.72727,26.38,2026-05-01,9.57,2025-06-24,1.12,184759661.158,4893120460.0,-6.0097,14.520532,187189000.0,Auto Parts: OEM,6700.0,2018.0,2026-06-15 00:00:00,2026-06-01 00:00:00
1242,QDEL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.435,12.8,11.58,3186114.0,2125919.322606,2125919.322606,2784575.83246,38.99,2025-05-12,10.86,2026-04-23,,67366124.1184,795195424.0,0.439114,-0.7,68081800.0,Medical Specialties,6500.0,2022.0,,
1246,MBI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.845,5.925,5.78,184157.0,236929.068061,236929.068061,221495.816529,8.26,2025-08-27,4.105,2025-06-23,,45147046.932,300049385.073356,-0.1332,-1.65,50933523.183391,Specialty Insurance,57.0,1973.0,2023-12-22 00:00:00,2023-12-26 00:00:00
1247,MCS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.12,18.15,17.12,158088.0,151547.901952,151547.901952,153847.474347,20.02,2026-04-17,12.85,2025-10-20,1.80758,22004764.9536,543869722.839354,1.16681,38.392657,30039752.71137,Movies/Entertainment,8390.0,1935.0,2026-03-16 00:00:00,2026-02-25 00:00:00
1255,CTKB,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.73,4.97,4.73,787560.0,657440.561314,657440.561314,565125.124977,6.18,2025-11-17,2.37,2025-05-23,,117685082.55,614469651.351929,1.75293,-9.2,128550136.266094,Medical Specialties,700.0,1992.0,,
1259,CLNN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.32,7.42,6.55,1313227.0,2291400.7778,2291400.7778,1132095.38733,13.5,2025-11-03,2.2801,2025-05-23,,8891002.8729,77324586.56675,-4.9895,-3.11,11778307.169345,Pharmaceuticals: Major,79.0,2013.0,,
1260,CVGI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.38,4.5,4.01,483844.0,416568.98484,416568.98484,492732.687322,4.5,2026-04-27,0.8811,2025-05-06,,28363809.5448,153863652.816901,1.01508,-6.27,36634203.051643,Trucks/Construction/Farm Machinery,6500.0,2000.0,,
1263,RCKT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.63,3.67,3.495,1275753.0,1908781.197462,1908781.197462,2182373.71166,8.19,2025-05-05,2.19,2025-05-27,,102507309.002,385749805.0,1.41055,-1.8,109123000.0,Biotechnology,202.0,1999.0,,
1266,VTIX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.0,4.465,3.75,1039294.0,466706.028685,466706.028685,280194.307076,92.74,2026-01-27,3.14,2026-04-30,,14832507.639851,123098113.789173,-37.86,-11.75,31849447.293447,Computer Peripherals,42.0,2013.0,,
1267,EU,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.86,1.9,1.82,1926418.0,2004130.27417,2004130.27417,2223200.22449,4.185,2025-10-16,1.52,2025-05-06,,190413056.504,361526205.833333,1.52012,-6.11,194892833.333333,Other Metals/Minerals,251.0,2009.0,,
1272,STUB,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.41,7.8,7.26,4511984.0,3079975.396188,3079975.396188,3624516.2656,27.89,2025-09-17,5.74,2026-04-09,,238590132.01812,2714670582.044358,2.17539,-1.32,356724123.790323,Internet Software/Services,895.0,2000.0,,
1273,OOMA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.71,18.7,17.71,439164.0,252716.697252,252716.697252,260174.566316,18.7,2026-05-05,9.7925,2025-11-21,,23739884.5178,512782837.573192,5.28669,77.927732,27509808.882682,Major Telecommunications,1420.0,2003.0,,
1274,MAKO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.56,7.7,7.51,66335.0,191531.518129,191531.518129,207420.965482,8.78,2026-03-02,3.04,2025-05-20,,85337044.1406,658485792.0,4.35817,18.285299,87564600.0,Precious Metals,,2004.0,,
1275,ABAT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.26,3.3,3.13,3300975.0,4322170.337035,4322170.337035,3862520.3974,11.49,2025-10-15,1.2,2025-06-23,,126937841.475,421469584.099379,3.54626,-7.96,131709245.031056,Other Metals/Minerals,163.0,2011.0,,
1286,YEXT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.14,4.195,4.07,1039939.0,1734375.774005,1734375.774005,2052411.44422,9.2,2025-08-28,3.29,2026-04-10,,107776024.065,502014638.004856,3.17703,57.703081,123345119.902913,Data Processing Services,1120.0,2006.0,,
1288,LXU,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.535,15.51,14.4,1356153.0,1325638.254648,1325638.254648,1414572.86587,17.215,2026-03-26,6.34,2025-05-06,,53841531.3589,1100408130.0,1.90295,22.651324,71922100.0,Chemicals: Agricultural,513.0,1968.0,1999-01-15 00:00:00,1998-12-29 00:00:00
1293,APPS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.96,4.01,3.8501,1772385.0,1638322.293902,1638322.293902,1981251.69977,8.2799,2025-11-05,2.74,2026-04-02,,106102027.9,467010500.0,2.42915,-8.5,119900000.0,Packaged Software,647.0,1998.0,,
1296,ALOY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.61,9.78,9.3301,1394712.0,1748145.074435,1748145.074435,1812714.29422,26.9,2026-03-04,2.82,2025-05-08,,55152657.2284,564801831.974607,7.20038,-8.23,59830702.539683,Other Metals/Minerals,17.0,2011.0,,
1297,RELY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,23.82,24.17,23.645,3845997.0,3079743.822352,3079743.822352,3341688.70577,24.705,2025-05-13,12.08,2025-11-14,,176940418.80684,5005148413.110176,5.76513,76.169122,210654394.491169,Miscellaneous Commercial Services,3200.0,2018.0,,
